TotalSales,ItemCount,UniqueCategories,ShippingDays,OrderYear,OrderMonth,OrderDay,OrderDayOfWeek,OrderQuarter,IsWeekend,IsHolidaySeason,AvgItemPrice,LogTotalSales,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,ShipMode_First Class,ShipMode_Same Day,ShipMode_Second Class,ShipMode_Standard Class
77.88,1,1,5,2024,9,6,4,3,0,0,77.88,4.36792771029438,0,1,0,1,0,0,0,0,0,0,1
26.94,1,1,4,2024,5,26,6,2,1,0,26.94,3.330059353828816,1,0,0,1,0,0,0,0,0,0,1
1344.4199999999998,3,2,4,2024,4,24,2,2,0,0,448.13999999999993,7.204461510948534,0,0,1,0,0,0,1,0,0,0,1
195.184,1,1,5,2024,7,2,1,3,0,0,195.184,5.2790529943665785,0,1,0,0,0,0,1,0,0,1,0
37.17,1,1,0,2024,7,25,3,3,0,0,37.17,3.6420498667571386,0,0,1,0,0,0,1,0,1,0,0
22.752,1,1,1,2024,11,12,1,4,0,1,22.752,3.1676667374614587,0,1,0,1,0,0,0,1,0,0,0
5.344,1,1,4,2024,9,15,6,3,1,0,5.344,1.847509484332547,1,0,0,0,1,0,0,0,0,0,1
10.44,1,1,1,2024,7,25,3,3,0,0,10.44,2.437115985951652,0,0,1,0,0,1,0,1,0,0,0
4.18,1,1,6,2024,11,13,2,4,0,1,4.18,1.6448050562713916,0,0,1,0,0,0,1,0,0,0,1
7.38,1,1,5,2024,11,14,3,4,0,1,7.38,2.1258479144939915,1,0,0,0,0,0,1,0,0,0,1
273.92,1,1,3,2024,12,9,0,4,0,1,273.92,5.616480146253404,0,1,0,0,0,0,1,1,0,0,0
61.38,1,1,4,2024,6,5,2,2,0,0,61.38,4.133244711179657,0,1,0,0,0,0,1,0,0,0,1
60.144,1,1,7,2024,10,8,1,4,0,0,60.144,4.113231737940583,0,0,1,1,0,0,0,0,0,0,1
545.01,4,2,4,2024,12,3,1,4,0,1,136.2525,6.302637290595502,1,0,0,0,0,0,1,0,0,0,1
131.104,3,1,3,2024,9,4,2,3,0,0,43.70133333333334,4.883589491160687,1,0,0,0,0,1,0,0,0,1,0
841.568,1,1,5,2024,9,15,6,3,1,0,841.568,6.736454371135637,0,1,0,0,1,0,0,0,0,0,1
88.04,1,1,5,2024,4,1,0,2,0,0,88.04,4.489085706967289,1,0,0,0,1,0,0,0,0,0,1
66.92,2,2,2,2024,12,22,6,4,1,1,33.46,4.218330542003092,0,0,1,0,0,0,1,0,0,1,0
64.59,2,2,5,2024,6,20,3,2,0,0,32.295,4.183423245305645,0,1,0,1,0,0,0,0,0,0,1
487.22,2,2,5,2024,9,23,0,3,0,0,243.61,6.190766123936621,1,0,0,0,0,1,0,0,0,1,0
17.92,1,1,6,2024,4,8,0,2,0,0,17.92,2.9402195636237325,1,0,0,0,0,1,0,0,0,0,1
7.9079999999999995,2,1,5,2024,9,11,2,3,0,0,3.9539999999999997,2.1869497493951213,1,0,0,1,0,0,0,0,0,0,1
90.48,1,1,6,2024,2,4,6,1,1,0,90.48,4.516120369154581,1,0,0,0,1,0,0,0,0,0,1
10.86,1,1,4,2024,8,16,4,3,0,0,10.86,2.4731713935695794,1,0,0,0,0,0,1,0,0,0,1
1599.864,6,3,7,2024,8,23,4,3,0,0,266.644,7.378298762480339,1,0,0,0,0,0,1,0,0,0,1
252.007,4,2,4,2024,5,31,4,2,0,0,63.00175,5.533417156328959,1,0,0,1,0,0,0,0,0,0,1
10.776,1,1,5,2024,11,17,6,4,1,1,10.776,2.4660635619865205,1,0,0,0,0,0,1,0,0,0,1
11.992,1,1,2,2024,3,20,2,1,0,0,11.992,2.5643337834193223,1,0,0,1,0,0,0,0,0,1,0
900.08,1,1,2,2024,12,18,2,4,0,1,900.08,6.803594043899793,0,0,1,0,1,0,0,0,0,1,0
211.168,1,1,7,2024,8,6,1,3,0,0,211.168,5.357378413677241,1,0,0,0,0,0,1,0,0,0,1
14.78,1,1,3,2024,8,20,1,3,0,0,14.78,2.7587433154177283,0,0,1,1,0,0,0,1,0,0,0
230.088,2,2,1,2024,9,12,3,3,0,0,115.044,5.4427985903588105,0,0,1,0,0,0,1,0,1,0,0
34.34,2,2,4,2024,12,20,4,4,0,1,17.17,3.5650154668915506,0,0,1,0,0,1,0,0,0,0,1
7.92,1,1,5,2024,10,21,0,4,0,0,7.92,2.188295946591918,0,1,0,0,1,0,0,0,0,0,1
17.05,1,1,5,2024,10,23,2,4,0,0,17.05,2.89314568477889,0,0,1,0,0,0,1,0,0,0,1
112.12,3,1,1,2024,9,5,3,3,0,0,37.373333333333335,4.728449202148263,1,0,0,0,0,0,1,1,0,0,0
8.32,1,1,3,2024,4,21,6,2,1,0,8.32,2.2321626286975,1,0,0,0,0,0,1,1,0,0,0
18.72,1,1,7,2024,12,26,3,4,0,1,18.72,2.9816333491744893,0,1,0,0,0,0,1,0,0,0,1
744.15,4,3,6,2024,9,1,6,3,1,0,186.0375,6.613585540394801,1,0,0,0,1,0,0,0,0,0,1
16.52,1,1,7,2024,9,22,6,3,1,0,16.52,2.8633430855082453,0,0,1,0,1,0,0,0,0,0,1
311.97,3,2,4,2024,1,15,0,1,0,0,103.99000000000001,5.7461073393012025,0,0,1,0,1,0,0,0,0,0,1
271.992,1,1,2,2024,11,27,2,4,0,1,271.992,5.609442490726284,1,0,0,0,0,0,1,0,0,1,0
993.9000000000001,2,1,3,2024,11,8,4,4,0,1,496.95000000000005,6.9026422295953145,1,0,0,0,0,1,0,0,0,1,0
85.5,3,1,0,2024,7,1,0,3,0,0,28.5,4.460144413937834,1,0,0,0,0,1,0,0,1,0,0
383.14,5,1,3,2024,11,12,1,4,0,1,76.628,5.951007069476706,0,1,0,1,0,0,0,0,0,1,0
1603.136,1,1,5,2024,11,7,3,4,0,1,1603.136,7.3803405728620834,0,0,1,0,0,0,1,0,0,0,1
1184.6999999999998,2,2,2,2024,8,26,0,3,0,0,592.3499999999999,7.078088596464025,0,1,0,1,0,0,0,1,0,0,0
5.304,1,1,4,2024,6,26,2,2,0,0,5.304,1.841184352555578,0,1,0,1,0,0,0,0,0,0,1
13.776,1,1,6,2024,5,15,2,2,0,0,13.776,2.6930042428969387,1,0,0,0,1,0,0,0,0,0,1
68.52,1,1,6,2024,9,12,3,3,0,0,68.52,4.241614480957137,0,1,0,1,0,0,0,0,0,0,1
839.9440000000001,2,2,0,2024,7,8,0,3,0,0,419.97200000000004,6.734525070359952,1,0,0,0,0,1,0,0,1,0,0
12.96,1,1,4,2024,7,8,0,3,0,0,12.96,2.6361960973342264,0,1,0,0,1,0,0,0,0,0,1
44.040000000000006,2,1,5,2024,6,20,3,2,0,0,22.020000000000003,3.807550983831435,0,1,0,0,0,0,1,0,0,1,0
1702.38,3,3,4,2024,3,29,4,1,0,0,567.46,7.440369791414616,0,0,1,1,0,0,0,0,0,1,0
40.2,1,1,6,2024,10,27,6,4,1,0,40.2,3.7184382563554808,1,0,0,0,1,0,0,0,0,0,1
32.4,1,1,5,2024,11,21,3,4,0,1,32.4,3.5085558999826545,0,1,0,0,0,0,1,0,0,0,1
436.96000000000004,2,2,3,2024,10,17,3,4,0,0,218.48000000000002,6.082127582005224,1,0,0,0,1,0,0,1,0,0,0
1282.6100000000001,8,3,5,2024,5,30,3,2,0,0,160.32625000000002,7.157431699794324,0,0,1,1,0,0,0,0,0,0,1
173.488,1,1,3,2024,6,15,5,2,1,0,173.488,5.161855971369551,1,0,0,1,0,0,0,1,0,0,0
6.12,1,1,2,2024,4,13,5,2,1,0,6.12,1.9629077254238845,1,0,0,0,0,0,1,1,0,0,0
29.472,1,1,4,2024,4,28,6,2,1,0,29.472,3.416808229176303,0,0,1,0,0,0,1,0,0,0,1
29.74,1,1,3,2024,11,10,6,4,1,1,29.74,3.4255647381104497,1,0,0,0,0,0,1,1,0,0,0
146.04,1,1,0,2024,9,8,6,3,1,0,146.04,4.990704658607377,1,0,0,0,0,0,1,0,1,0,0
224.75,1,1,3,2024,9,11,2,3,0,0,224.75,5.419428192297095,1,0,0,1,0,0,0,1,0,0,0
1111.4180000000001,2,2,4,2024,9,14,5,3,1,0,555.7090000000001,7.014291303458669,1,0,0,0,1,0,0,0,0,0,1
30.96,1,1,5,2024,9,3,1,3,0,0,30.96,3.464485120898074,0,1,0,0,1,0,0,0,0,0,1
435.84999999999997,4,2,3,2024,3,9,5,1,1,0,108.96249999999999,6.079589886744103,1,0,0,0,1,0,0,1,0,0,0
783.96,1,1,3,2024,10,25,4,4,0,0,783.96,6.665632761070125,0,1,0,0,0,1,0,1,0,0,0
27.21,2,1,2,2024,1,25,3,1,0,0,13.605,3.339676525013905,0,1,0,0,1,0,0,1,0,0,0
39.99,1,1,6,2024,8,18,6,3,1,0,39.99,3.7133281345162463,0,1,0,0,1,0,0,0,0,0,1
577.1220000000001,2,2,4,2024,6,27,3,2,0,0,288.56100000000004,6.359784919064037,0,1,0,1,0,0,0,0,0,0,1
1761.8500000000001,2,2,3,2024,12,3,1,4,0,1,880.9250000000001,7.474687096532,1,0,0,0,0,0,1,1,0,0,0
381.804,3,1,1,2024,1,30,1,1,0,0,127.26799999999999,5.947523108844999,1,0,0,0,0,0,1,1,0,0,0
839.988,1,1,2,2024,5,30,3,2,0,0,839.988,6.734577391143444,0,1,0,0,1,0,0,1,0,0,0
143.702,2,1,4,2024,10,30,2,4,0,0,71.851,4.974676455241989,0,1,0,0,1,0,0,0,0,0,1
362.342,5,3,6,2024,10,13,6,4,1,0,72.4684,5.895344539481606,1,0,0,1,0,0,0,0,0,0,1
16.99,1,1,6,2024,3,4,0,1,0,0,16.99,2.8898160479624417,0,0,1,0,0,0,1,0,0,0,1
187.056,1,1,6,2024,5,2,3,2,0,0,187.056,5.236739790815217,1,0,0,0,0,1,0,0,0,0,1
105.52,1,1,6,2024,2,1,3,1,0,0,105.52,4.668332760945732,0,1,0,0,0,0,1,0,0,0,1
222.384,1,1,7,2024,5,22,2,2,0,0,222.384,5.4088922636584185,0,1,0,0,0,0,1,0,0,0,1
127.95,1,1,4,2024,9,24,1,3,0,0,127.95,4.859424732327354,1,0,0,1,0,0,0,0,0,0,1
4.98,1,1,4,2024,5,23,3,2,0,0,4.98,1.7884205679625405,0,0,1,0,0,1,0,0,0,0,1
28.4,1,1,4,2024,11,16,5,4,1,1,28.4,3.380994674344636,1,0,0,0,0,0,1,0,0,0,1
9.555,1,1,4,2024,9,5,3,3,0,0,9.555,2.356599681300284,1,0,0,0,1,0,0,0,0,0,1
692.94,1,1,7,2024,6,9,6,2,1,0,692.94,6.542385501437915,0,0,1,1,0,0,0,0,0,0,1
225.296,1,1,2,2024,8,15,3,3,0,0,225.296,5.421843876831486,1,0,0,0,0,1,0,0,0,1,0
72.892,3,2,4,2024,11,22,4,4,0,1,24.29733333333333,4.302604567696391,0,1,0,0,1,0,0,0,0,0,1
321.568,1,1,5,2024,12,10,1,4,0,1,321.568,5.776313966722697,1,0,0,0,0,0,1,0,0,1,0
475.86,5,2,2,2024,6,28,4,2,0,0,95.172,6.167222946760261,1,0,0,0,1,0,0,0,0,1,0
7.712,1,1,4,2024,4,30,1,2,0,0,7.712,2.1647013856306594,1,0,0,0,1,0,0,0,0,0,1
37.94,1,1,2,2024,4,7,6,2,1,0,37.94,3.6620219999440535,0,1,0,0,1,0,0,1,0,0,0
377.97,1,1,2,2024,6,13,3,2,0,0,377.97,5.937457046276627,0,0,1,1,0,0,0,0,0,1,0
10.56,1,1,5,2024,10,7,0,4,0,0,10.56,2.4475508632442313,1,0,0,0,0,0,1,0,0,0,1
99.87199999999999,2,2,4,2024,9,8,6,3,1,0,49.93599999999999,4.613852386370925,1,0,0,0,0,1,0,0,0,0,1
239.43,2,2,7,2024,12,26,3,4,0,1,119.715,5.482428986888488,0,1,0,0,1,0,0,0,0,0,1
83.66,2,1,2,2024,9,24,1,3,0,0,41.83,4.438643235092778,0,1,0,0,0,0,1,0,0,1,0
46.53,1,1,5,2024,12,17,1,4,0,1,46.53,3.861361090625918,0,0,1,0,0,0,1,0,0,0,1
25.92,1,1,4,2024,9,14,5,3,1,0,25.92,3.2928695047765273,0,0,1,0,0,1,0,0,0,0,1
21.21,1,1,7,2024,12,16,0,4,0,1,21.21,3.100542637906336,0,0,1,0,0,0,1,0,0,0,1
127.28,2,2,6,2024,7,8,0,3,0,0,63.64,4.854215374824954,1,0,0,0,0,0,1,0,0,0,1
71.156,3,2,4,2024,9,1,6,3,1,0,23.718666666666667,4.278830441845432,0,1,0,0,1,0,0,0,0,0,1
44.02,1,1,4,2024,11,13,2,4,0,1,44.02,3.8071068354785864,0,0,1,0,0,0,1,0,0,0,1
1179.27,4,2,0,2024,10,21,0,4,0,0,294.8175,7.073498504845203,0,1,0,0,1,0,0,0,1,0,0
2003.52,1,1,4,2024,12,17,1,4,0,1,2003.52,7.603159909583297,1,0,0,0,0,0,1,0,0,0,1
240.04,2,1,5,2024,4,18,3,2,0,0,120.02,5.484962894822046,0,0,1,1,0,0,0,0,0,0,1
54.9,1,1,0,2024,5,28,1,2,0,0,54.9,4.023564380161053,0,1,0,0,1,0,0,0,1,0,0
21.503999999999998,2,1,4,2024,8,13,1,3,0,0,10.751999999999999,3.1136930711875555,1,0,0,0,0,1,0,0,0,1,0
337.176,1,1,7,2024,6,14,4,2,0,0,337.176,5.823566470019751,0,1,0,0,1,0,0,0,0,0,1
1399.944,1,1,3,2024,8,12,0,3,0,0,1399.944,7.2449015740891625,1,0,0,1,0,0,0,0,0,1,0
1085.688,2,2,0,2024,8,1,3,3,0,0,542.844,6.990889817401781,0,1,0,0,0,0,1,0,1,0,0
111.75,2,2,1,2024,10,1,1,4,0,0,55.875,4.725172978382788,1,0,0,1,0,0,0,1,0,0,0
38.376,1,1,6,2024,12,31,1,4,0,1,38.376,3.6731564936487,1,0,0,0,0,0,1,0,0,0,1
250.48000000000002,2,2,5,2024,8,13,1,3,0,0,125.24000000000001,5.5273634635148605,0,1,0,1,0,0,0,0,0,1,0
482.584,3,3,2,2024,8,2,4,3,0,0,160.86133333333333,6.181225032998935,0,1,0,0,0,0,1,0,0,1,0
754.45,1,1,4,2024,12,29,6,4,1,1,754.45,6.62731359818585,1,0,0,1,0,0,0,0,0,0,1
305.248,6,3,6,2024,10,14,0,4,0,0,50.87466666666666,5.724395231225367,1,0,0,0,0,1,0,0,0,0,1
60.485,3,2,4,2024,5,29,2,2,0,0,20.161666666666665,4.1187932426244105,1,0,0,0,0,1,0,0,0,0,1
911.256,2,2,2,2024,7,8,0,3,0,0,455.628,6.815920652439351,0,1,0,1,0,0,0,0,0,1,0
933.95,4,2,6,2024,11,30,5,4,1,1,233.4875,6.840493051922969,1,0,0,1,0,0,0,0,0,0,1
68.952,2,1,6,2024,10,27,6,4,1,0,34.476,4.247809292554074,0,1,0,0,0,0,1,0,0,0,1
57.239999999999995,2,1,6,2024,7,16,1,3,0,0,28.619999999999997,4.06457240388843,0,1,0,1,0,0,0,0,0,0,1
199.18,6,2,4,2024,7,16,1,3,0,0,33.196666666666665,5.299216961790873,0,1,0,0,0,1,0,0,0,1,0
425.954,2,1,2,2024,7,19,4,3,0,0,212.977,6.056676279088274,0,0,1,0,0,0,1,1,0,0,0
641.96,1,1,5,2024,5,19,6,2,1,0,641.96,6.466082513904463,1,0,0,0,0,1,0,0,0,0,1
799.56,1,1,4,2024,12,24,1,4,0,1,799.56,6.6853114827822,1,0,0,0,1,0,0,0,0,0,1
83.15,4,2,6,2024,5,26,6,2,1,0,20.7875,4.4326009206368155,1,0,0,0,1,0,0,0,0,0,1
1120.73,3,2,2,2024,11,5,1,4,0,1,373.57666666666665,7.022627415412549,1,0,0,0,0,1,0,1,0,0,0
840.0,2,2,4,2024,12,1,6,4,1,1,420.0,6.734591659972948,1,0,0,0,1,0,0,0,0,1,0
18.48,1,1,2,2024,11,19,1,4,0,1,18.48,2.969388298214389,1,0,0,0,0,1,0,1,0,0,0
107.396,3,2,2,2024,9,18,2,3,0,0,35.79866666666667,4.685791187955707,1,0,0,0,1,0,0,1,0,0,0
88.15,2,2,5,2024,7,14,6,3,1,0,44.075,4.49032034430915,1,0,0,0,0,1,0,0,0,0,1
194.848,1,1,1,2024,10,1,1,4,0,0,194.848,5.277338848162839,1,0,0,0,0,0,1,1,0,0,0
227.65800000000002,3,2,2,2024,10,10,3,4,0,0,75.88600000000001,5.432227437464884,0,1,0,0,0,0,1,1,0,0,0
9.99,1,1,5,2024,9,26,3,3,0,0,9.99,2.3969857684155302,0,1,0,1,0,0,0,0,0,1,0
27.792,1,1,2,2024,12,29,6,4,1,1,27.792,3.3600975707767295,1,0,0,0,0,0,1,0,0,1,0
677.9490000000001,7,3,5,2024,6,4,1,2,0,0,96.84985714285715,6.520546014281211,1,0,0,1,0,0,0,0,0,1,0
140.81,1,1,5,2024,7,18,3,3,0,0,140.81,4.954488133473255,0,1,0,0,0,1,0,0,0,0,1
1999.96,1,1,5,2024,12,23,0,4,0,1,1999.96,7.6013823443789335,0,1,0,0,1,0,0,0,0,1,0
24.85,1,1,6,2024,12,23,0,4,0,1,24.85,3.2523106009544382,0,1,0,1,0,0,0,0,0,0,1
1091.4399999999998,3,1,4,2024,8,23,4,3,0,0,363.8133333333333,6.996169005553125,0,1,0,0,1,0,0,0,0,0,1
23.36,1,1,4,2024,1,31,2,1,0,0,23.36,3.192942442841696,0,1,0,0,1,0,0,0,0,1,0
1422.252,2,2,2,2024,9,3,1,3,0,0,711.126,7.260699673064702,0,0,1,0,1,0,0,1,0,0,0
109.252,2,1,4,2024,1,4,3,1,0,0,54.626,4.702768654751986,0,1,0,0,1,0,0,0,0,0,1
686.4,1,1,4,2024,11,4,0,4,0,1,686.4,6.532916364415733,1,0,0,0,0,0,1,0,0,0,1
10.584,1,1,4,2024,12,8,6,4,1,1,10.584,2.4496248356433608,0,0,1,0,1,0,0,0,0,1,0
159.98,1,1,4,2024,3,4,0,1,0,0,159.98,5.0812801336655875,0,1,0,0,1,0,0,0,0,0,1
253.03000000000003,3,2,1,2024,5,17,4,2,0,0,84.34333333333335,5.537452370280293,1,0,0,0,1,0,0,1,0,0,0
123.92,1,1,5,2024,5,30,3,2,0,0,123.92,4.827673532414877,1,0,0,0,1,0,0,0,0,0,1
162.388,3,2,4,2024,8,29,3,3,0,0,54.129333333333335,5.0961277403166125,0,0,1,1,0,0,0,0,0,0,1
103.968,1,1,6,2024,11,18,0,4,0,1,103.968,4.653655541803414,0,1,0,0,1,0,0,0,0,0,1
69.52,1,1,3,2024,9,19,3,3,0,0,69.52,4.25589635752967,1,0,0,0,1,0,0,1,0,0,0
35.88,1,1,6,2024,9,22,6,3,1,0,35.88,3.607669398688393,1,0,0,1,0,0,0,0,0,0,1
1467.1339999999998,7,2,3,2024,11,10,6,4,1,1,209.5905714285714,7.291747485662587,1,0,0,0,0,0,1,0,0,1,0
1024.637,4,2,4,2024,9,5,3,3,0,0,256.15925,6.933069161958724,1,0,0,0,1,0,0,0,0,0,1
48.996,2,2,4,2024,1,7,6,1,1,0,24.498,3.9119430022279755,1,0,0,1,0,0,0,0,0,0,1
361.104,2,2,3,2024,3,13,2,1,0,0,180.552,5.891931463382772,0,0,1,0,0,0,1,1,0,0,0
8805.04,3,3,2,2024,2,2,4,1,0,0,2935.013333333334,9.083193128662867,1,0,0,0,0,1,0,0,0,1,0
70.88,1,1,1,2024,8,6,1,3,0,0,70.88,4.274998061915358,0,1,0,0,1,0,0,1,0,0,0
15.552,1,1,4,2024,10,24,3,4,0,0,15.552,2.8065069404432417,0,1,0,1,0,0,0,0,0,0,1
197.96800000000002,2,2,4,2024,9,23,0,3,0,0,98.98400000000001,5.293144007774039,0,1,0,0,0,0,1,0,0,0,1
4173.812,2,2,1,2024,3,10,6,1,1,0,2086.906,8.336824606330957,0,0,1,0,0,0,1,1,0,0,0
184.149,2,2,2,2024,11,3,6,4,1,1,92.0745,5.2211609063188416,1,0,0,0,0,0,1,1,0,0,0
177.78,2,2,1,2024,4,4,3,2,0,0,88.89,5.186155999659706,0,0,1,0,0,1,0,1,0,0,0
273.59,2,2,4,2024,11,1,4,4,0,1,136.795,5.615279076064797,0,0,1,0,0,1,0,0,0,0,1
111.96,1,1,5,2024,6,17,0,2,0,0,111.96,4.727033773744932,1,0,0,0,0,0,1,0,0,0,1
628.937,3,2,5,2024,3,13,2,1,0,0,209.64566666666667,6.445619814385245,1,0,0,1,0,0,0,0,0,0,1
31.56,1,1,5,2024,11,27,2,4,0,1,31.56,3.4830845411343394,0,1,0,0,1,0,0,0,0,0,1
14.73,1,1,0,2024,5,22,2,2,0,0,14.73,2.7555697170701863,1,0,0,0,0,1,0,0,1,0,0
158.368,1,1,5,2024,4,5,4,2,0,0,158.368,5.071215993379483,0,0,1,1,0,0,0,0,0,1,0
219.472,2,2,4,2024,9,17,1,3,0,0,109.736,5.395770702696749,0,0,1,0,0,0,1,0,0,0,1
8.808,1,1,6,2024,9,3,1,3,0,0,8.808,2.2831983791938555,1,0,0,1,0,0,0,0,0,0,1
27.86,1,1,3,2024,5,9,3,2,0,0,27.86,3.3624565533457247,1,0,0,0,0,1,0,0,0,1,0
1396.35,2,1,6,2024,1,31,2,1,0,0,698.175,7.2423328647425524,0,0,1,0,0,1,0,0,0,0,1
419.87,4,2,5,2024,8,29,3,3,0,0,104.9675,6.042323997398791,0,1,0,0,1,0,0,0,0,0,1
339.98,4,2,4,2024,7,7,6,3,1,0,84.995,5.831823824537085,0,1,0,1,0,0,0,0,0,1,0
40.68,1,1,4,2024,12,9,0,4,0,1,40.68,3.7300213974451113,1,0,0,0,0,1,0,0,0,0,1
1085.87,2,1,4,2024,12,8,6,4,1,1,542.935,6.99105728475294,1,0,0,1,0,0,0,0,0,0,1
100.61599999999999,3,2,0,2024,11,23,5,4,1,1,33.538666666666664,4.6212010030606185,0,1,0,0,1,0,0,0,1,0,0
9.248,1,1,6,2024,11,3,6,4,1,1,9.248,2.327082564594433,0,1,0,1,0,0,0,0,0,0,1
338.53999999999996,3,2,6,2024,10,20,6,4,1,0,112.84666666666665,5.827591760382488,1,0,0,1,0,0,0,0,0,0,1
135.95,1,1,7,2024,6,26,2,2,0,0,135.95,4.919615895709087,1,0,0,0,0,1,0,0,0,0,1
242.176,1,1,5,2024,11,29,4,4,0,1,242.176,5.493785461011878,0,0,1,1,0,0,0,0,0,1,0
405.91999999999996,2,2,5,2024,1,2,1,1,0,0,202.95999999999998,6.008616605925547,0,1,0,0,1,0,0,0,0,0,1
163.408,2,1,6,2024,12,31,1,4,0,1,81.704,5.102351143238619,0,1,0,0,0,0,1,0,0,0,1
35.4,1,1,5,2024,9,15,6,3,1,0,35.4,3.594568774642695,1,0,0,0,0,0,1,0,0,0,1
72.224,1,1,5,2024,12,30,0,4,0,1,72.224,4.293523236082478,1,0,0,0,0,1,0,0,0,0,1
305.49600000000004,2,2,3,2024,5,5,6,2,1,0,152.74800000000002,5.725204704720144,1,0,0,0,0,0,1,1,0,0,0
883.3199999999999,2,2,5,2024,11,25,0,4,0,1,441.65999999999997,6.784818988084953,0,1,0,0,1,0,0,0,0,0,1
31.008,1,1,2,2024,8,26,0,3,0,0,31.008,3.465985871554934,0,1,0,0,0,1,0,1,0,0,0
3528.488,3,1,5,2024,6,6,3,2,0,0,1176.1626666666666,8.168908096914745,0,0,1,0,0,0,1,0,0,0,1
633.1759999999999,3,2,5,2024,12,11,2,4,0,1,211.05866666666665,6.4523265184364345,0,1,0,0,0,0,1,0,0,1,0
278.4,1,1,1,2024,9,5,3,3,0,0,278.4,5.632644446822861,1,0,0,1,0,0,0,1,0,0,0
423.04999999999995,2,1,5,2024,7,21,6,3,1,0,211.52499999999998,6.049851372807709,0,1,0,0,0,0,1,0,0,0,1
772.68,1,1,6,2024,12,3,1,4,0,1,772.68,6.651158351408708,1,0,0,0,0,0,1,0,0,0,1
41.32,2,1,0,2024,6,28,4,2,0,0,20.66,3.7452597875500437,0,1,0,0,0,0,1,0,1,0,0
8.0,1,1,4,2024,5,9,3,2,0,0,8.0,2.1972245773362196,0,0,1,0,1,0,0,0,0,0,1
27.93,1,1,5,2024,8,29,3,3,0,0,27.93,3.3648791189880436,0,0,1,0,1,0,0,0,0,0,1
34.68,2,1,2,2024,3,26,1,1,0,0,17.34,3.5745903077118086,1,0,0,0,0,0,1,0,0,1,0
407.976,1,1,5,2024,12,5,3,4,0,1,407.976,6.0136564746144785,1,0,0,0,0,0,1,0,0,0,1
46.001999999999995,3,1,4,2024,4,1,0,2,0,0,15.333999999999998,3.8501901539961865,0,1,0,0,1,0,0,0,0,0,1
11.96,1,1,6,2024,5,10,4,2,0,0,11.96,2.561867690924129,1,0,0,0,0,0,1,0,0,0,1
30.352,1,1,2,2024,2,7,2,1,0,0,30.352,3.4452780608973304,1,0,0,0,1,0,0,1,0,0,0
90.396,4,1,2,2024,11,7,3,4,0,1,22.599,4.515201713826298,0,1,0,0,0,0,1,1,0,0,0
33.8,1,1,5,2024,7,18,3,3,0,0,33.8,3.5496173867804286,0,1,0,0,0,0,1,0,0,0,1
615.406,4,2,6,2024,10,21,0,4,0,0,153.8515,6.423905837337586,1,0,0,0,0,0,1,0,0,0,1
40.88,1,1,1,2024,9,29,6,3,1,0,40.88,3.734808386002336,0,0,1,1,0,0,0,1,0,0,0
385.288,2,2,3,2024,4,28,6,2,1,0,192.644,5.956583205249799,0,1,0,1,0,0,0,1,0,0,0
887.966,2,2,4,2024,4,5,4,2,0,0,443.983,6.79005898956319,1,0,0,0,1,0,0,0,0,0,1
201.584,1,1,2,2024,6,27,3,2,0,0,201.584,5.311154615349529,1,0,0,0,0,0,1,0,0,1,0
392.06,3,2,3,2024,3,14,3,1,0,0,130.68666666666667,5.97396227197184,1,0,0,1,0,0,0,1,0,0,0
55.992,1,1,4,2024,7,18,3,3,0,0,55.992,4.042910907107251,1,0,0,0,0,0,1,0,0,0,1
351.51,2,2,4,2024,4,23,1,2,0,0,175.755,5.865078990644263,0,1,0,0,0,0,1,0,0,0,1
121.78,1,1,2,2024,9,16,0,3,0,0,121.78,4.81039413599935,0,0,1,0,0,1,0,1,0,0,0
1252.636,5,2,0,2024,12,11,2,4,0,1,250.5272,7.13380340792367,0,1,0,0,1,0,0,0,1,0,0
10.272,1,1,0,2024,4,3,2,2,0,0,10.272,2.422321774596379,0,0,1,1,0,0,0,0,1,0,0
1106.924,3,2,2,2024,11,4,0,4,0,1,368.9746666666667,7.010243272896925,0,1,0,0,0,1,0,0,0,1,0
167.292,1,1,3,2024,11,27,2,4,0,1,167.292,5.125700565901795,0,1,0,1,0,0,0,1,0,0,0
9.98,1,1,5,2024,11,10,6,4,1,1,9.98,2.3960754360813845,0,0,1,0,0,0,1,0,0,0,1
1302.83,2,2,2,2024,6,30,6,2,1,0,651.415,7.1730613658897795,1,0,0,0,0,1,0,0,0,1,0
103.054,3,2,6,2024,9,5,3,3,0,0,34.351333333333336,4.644909995156951,1,0,0,0,1,0,0,0,0,0,1
1671.08,3,2,6,2024,12,6,4,4,0,1,557.0266666666666,7.421823639389973,0,1,0,0,1,0,0,0,0,0,1
11.416,1,1,4,2024,7,23,1,3,0,0,11.416,2.518985963440863,0,0,1,1,0,0,0,0,0,0,1
27.264,1,1,6,2024,10,7,0,4,0,0,27.264,3.341588910056844,1,0,0,0,0,0,1,0,0,0,1
34.048,2,1,6,2024,12,27,4,4,0,1,17.024,3.5567185505115972,1,0,0,1,0,0,0,0,0,0,1
5.98,1,1,1,2024,5,11,5,2,1,0,5.98,1.943048916774281,1,0,0,0,0,0,1,1,0,0,0
86.45,1,1,5,2024,3,20,2,1,0,0,86.45,4.471067201464611,0,1,0,0,0,1,0,0,0,1,0
